id,song_name,artist_name,popularity
68QcquxCS39cQGTsRrJWIR,Amorfoda,Bad Bunny,77
5rgy6ghBq1eRApCkeUdJXf,We Are Young (feat. Janelle Monáe),fun.,79
5qaEfEh1AtSdrdrByCP7qR,Demons,Imagine Dragons,87
71wFwRo8xGc4lrcyKwsvba,Callaita,Bad Bunny,78
6Tr7kvkbSd4ZKNTn6oynr7,Lamaallem,Saad Lamjarred,62
6C1RD7YQVvt3YQj0CmuTeu,Diles,Bad Bunny,82
6qn9YLKt13AGvpq9jfO8py,We Found Love,Rihanna,86
0JoHqmlqE0W0i9prt6kcHR,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,77
3jbT1Y5MoPwEIpZndDDwVq,Adicto (with Anuel AA & Ozuna),Tainy,77
2KophQ9JDxME5EjPfalmdW,El Baile del Gorila,CantaJuego,37
4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,85
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila Cabello,81
5JCi3pyggvk4B0yd0BK3ow,Stay High - Habits Remix,Tove Lo,68
190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,Justin Bieber,81
6PtXobrqImYfnpIxNsJApa,Bad (feat. Vassy) - Radio Edit,David Guetta,66
48zFZh27QU5qsrBjn4C2FA,Vaina Loca,Ozuna,78
1wLhfXinZFqIEiyqd0JVAk,Dernière Danse (TikTok Sped Up) - Remix,Music Factory,59
48zFZh27QU5qsrBjn4C2FA,Vaina Loca,Ozuna,78
3ovjw5HZZv43SxTwApooCM,Wind Of Change,Scorpions,81
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),Black Eyed Peas,73
4ggiDYAkJ7Yk8d5xOr7Xjo,Me Niego (feat. Ozuna & Wisin),Reik,74
6cpk00i5TxCqSeqNi2HuIe,One More Night,Maroon 5,80
3yHJs5NmQk2ROAWCfjniXV,Sin Contrato,Maluma,68
1ij0s9vcruE3HkDzpXkQ4V,Bella Bella - Original Mix,KiRiK,15
6OLKtoArDOoFCZ5iRraj7z,Daru Badnaam,Meet singh,0
43VXG87ajppI8mO1Mxo8vu,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,70
6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,Post Malone,80
1pWYnQIlqxTh5bxuPmTG4E,Desde Esa Noche (feat. Maluma),Thalia,68
1JxhrUWZjuI8AOjDJ1JpMN,Soy Peor,Bad Bunny,76
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),Post Malone,79
3wuCCNCnBhJlwkIJTBZFiv,They Don't Care About Us,Michael Jackson,76
2DAULesb1U4Qz4FSTZpEUJ,Por Fin Te Encontré,Cali Y El Dandee,73
5x9uAWpQ0qj8V61xckw6TV,Cold Water (feat. Justin Bieber & MØ),Major Lazer,61
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,81
2DAULesb1U4Qz4FSTZpEUJ,Por Fin Te Encontré,Cali Y El Dandee,73
5x9uAWpQ0qj8V61xckw6TV,Cold Water (feat. Justin Bieber & MØ),Major Lazer,61
0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,Maluma,69
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,91
77loZpT5Y5PRP1S451P9Yz,The Reason,Hoobastank,83
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,will.i.am,80
3FAclTFfvUuQYnEsptbK8w,Back To Black,Amy Winehouse,82
6qCNaRRr5xJALfNJvh0NAw,Bom Diggy Diggy,Zack Knight,69
69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,Calum Scott,81
0YammaEkYSeo9vQYZ1OwS6,Say My Name,David Guetta,71
0alSPoUfrGb0RdVVG4Lf3n,Ahora Me Llama,KAROL G,74
5keQQFXysbPqXGz38pN5Ci,Chatak Matak,Renuka Panwar,61
7wuJGgpTNzbUyn26IOY6rj,Total Eclipse of the Heart,Bonnie Tyler,82
4v7DCN09hgXkKazefkznDQ,Lonely,Akon,81
76FZM38RC8XaAjJ77CVTNe,Into You,Ariana Grande,81
08bNPGLD8AhKpnnERrAc6G,FRIENDS,Marshmello,80
15Hx1oi6C3AxYhhvolqrJG,"Perdón, Perdón - HA-ASH Primera Fila - Hecho Realidad [En Vivo]",Ha*Ash,73
4l3xGFwoTinvYxsePytOOf,Báilame - Remix,Nacho,71
5TbzAWWc5eJaANpA9kfGCd,Love Me Again,John Newman,79
1iRvhKiXRElIH2Uf4gd95P,Dueles,Jesse & Joy,83
34dx8DACTJsc3rsJdaEIQw,Papaoutai,Stromae,75
2joKSGkqac0LIwYG9Ghrwq,Si Tu Novio Te Deja Sola,J Balvin,78
7g3HQ4npoO3Zrp9Zia0J0E,Ego - Radio Edit,Willy William,65
2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,KAROL G,79
70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,LMFAO,70
5Y9fnynLlIvqtM710MHzfz,Síguelo Bailando,Ozuna,75
3hlksXnvbKogFdPbpO9vel,Super Bass,Nicki Minaj,82
6rmXhRIemCTPyMYZRDN7Qg,Black Magic,Little Mix,76
70lnL3QaSOIIyMa2X9aVRL,Perro Fiel (feat. Nicky Jam),Shakira,71
5JLv62qFIS1DR3zGEcApRt,Wide Awake,Katy Perry,80
7LKwyD8cQCh7rcIPH0PVXi,Where Is the Love? (Orginally Performed by Black Eyed Peas & Justin Timberlake) [Karaoke Version],The Karaoke Channel,0
0pSBuHjILhNEo55xK1zrRt,Rolex,Ayo & Teo,72
1OOtq8tRnDM8kG2gqUPjAj,Beat It,Michael Jackson,79
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,85
7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),R. City,80
6DkXLzBQT7cwXmTyzAB1DJ,What's My Name?,Rihanna,76
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,85
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),Clean Bandit,71
5EId1m4DNwTf3at31w8bPJ,El Farsante,Ozuna,77
7sQKy5vlPQllr0k9IjYJv3,Sigues Con El,Arcángel,69
4uQY80TKE1u4ZQZQKHzVEi,The One That Got Away,Katy Perry,69
1cdzfFjEbUbgTm5nv3FgXR,Focus,Ariana Grande,66
005Dlt8Xaz3DkaXiRJgdiS,Historia de Taxi,Ricardo Arjona,69
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,92
2LcXJP95e4HKydTZ2mYfrx,Tujh Mein Rab Dikhta Hai,Roop Kumar Rathod,72
79l5JbcB7MVcjmYlvgq9KQ,Boomerang,JoJo Siwa,57
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,85
1gJA27xiMdENwoAVN7kMlo,My Only One (No Hay Nadie Más),Sebastian Yatra,65
4cktbXiXOapiLBMprHFErI,Memories,Maroon 5,86
42YNobZ4HN3tRVEA47wLT6,When I'm Gone,Eminem,61
20FZrLl9zSbO9b3DhaqO6M,23,Mike WiLL Made-It,71
7yAy2gL2rtatS56jzkakhr,SOLO,JENNIE,59
4B4zDmbHdkXZ1wUJv1yKFy,Wiggle (feat. Snoop Dogg),Jason Derulo,66
3IOOrVMTd9fgpRi0T1nhLg,Bum Bum (Brasilero),El Aleex Deejay,31
2RChe0r2cMoyOvuKobZy44,Always,Bon Jovi,77
1WYEDcS7WGjv0rG7rmMX3o,Bitter Sweet Symphony,The Verve,61
49FYlytm3dAAraYgpoJZux,Umbrella,Rihanna,86
6RyaV7owmVU6fzEPE17sF1,Que Tire Pa Lante,Daddy Yankee,67
2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,Miley Cyrus,80
56f5qnyAlZdlz8wrUDA50h,Desconocidos,Mau y Ricky,74
4cyYC67XY3weSVmSLdKLP8,Taboo,Don Omar,72
0eiX2zTStU6Cz4hjUWnUa1,"Sajna, Say Yes To The Dress",Badshah,72
5O932cZmzOZGOGZz9RHx20,Khairiyat,Pritam,76
68iBMrMRc1rg4eAxJbvxch,Leja Re,Tanishk Bagchi,65
1nZzRJbFvCEct3uzu04ZoL,Part Of Me,Katy Perry,77
378iszndTZAR4dH8kwsLC6,Cheap Thrills (feat. Sean Paul),Sia,75
27Qf4eifmRvzAJpwQAvcRQ,Hello Koun,Ritesh Pandey,44
4T3fNx3CgwDRRYgmFCbD4J,Better,Khalid,69
5thheALMKZqEl479BxqAnL,Dil Laga Liya Maine,Alka Yagnik,61
7uQmJ1jgNzBpATSoWKSPFu,Ya No Tiene Novio,Sebastian Yatra,72
3qGkFQOEJ0w0SqnAXFeG2v,"Después de Ti, ¿Quién?",La Adictiva,64
3PYdxIDuBIuJSDGwfptFx4,My Immortal - Band Version,Evanescence,62
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,Miley Cyrus,84
2u54HNQamwFuOMLSuhSRom,Blood Sweat & Tears,BTS,74
6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,77
3PYdxIDuBIuJSDGwfptFx4,My Immortal - Band Version,Evanescence,62
1Cj2vqUwlJVG27gJrun92y,The Sound of Silence,Disturbed,73
2aI21FnmY7TJVKeMaoQZ0t,Say It Right,Nelly Furtado,83
6yrGrG2VyvnERbBB8vxwrF,"Agua - Music From ""Sponge On The Run"" Movie",Tainy,1
1Cj2vqUwlJVG27gJrun92y,The Sound of Silence,Disturbed,73
2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,Survivor,78
3S2R0EVwBSAVMd5UMgKTL0,Thriller,Michael Jackson,76
7LNIyMwN7qROEgzJY00FkN,Don't You Worry Child - Tom Staar & Kryder Remix,Swedish House Mafia,27
6mdLX10dvBb7rGYbMXpKzz,Kala Chashma,Prem,65
557un1HgwYMuqfWGSTmnxw,Single Ladies (Put a Ring on It),Beyoncé,71
7sKDftgGirHWTVFMtJoDoh,Djadja,Aya Nakamura,70
1c0hsvHLELX6y8qymnpLKL,Soltera (Remix),Lunay,72
2dLLR6qlu5UJ5gk0dKz0h3,Royals,Lorde,83
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,82
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,86
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,86
74gguwbBvfBTurNJUWFOsC,Largado As Traças - Acústico,Zé Neto & Cristiano,60
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,86
7cTFgZbTV3s8Wk7e0MpXnV,Saber Quem Sou,Any Gabrielly,59
1fcCPXmH4vUzG6UQTTjZp5,Phir Bhi Tumko Chaahunga,Mithoon,33
45OX2jjEw1l7lOFJfDP9fv,MONEY,LISA,85
1Bx0zEdVjkFlV27iKaePug,Man Down,Rihanna,72
70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,89
7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,75
6VRhkROS2SZHGlp0pxndbJ,Bangarang (feat. Sirah),Skrillex,72
1PCvKFPWnTXAe2oaReVUcr,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Pitbull,73
0AH6WMe3OlAlUb5miXt2FQ,Only Girl (In The World),Rihanna,74
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,88
7paWew9ZSUYCJWRcSroX0n,Trem da Alegria,Yasmin Verissimo,31
2BpKEiK4WSZ6pIV5IAp9Yp,"Adrenalina (In The Style Of Wisin, Jennifer Lopez & Ricky Martin) - Tribute Version",Brava HitMakers,3
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,The Weeknd,88
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,87
3IA9LkBEVhJDOxOnh1nf8a,Butter (Holiday Remix),BTS,59
6bNB5gxFX6Q87DbQWb8OWZ,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,69
561jH07mF1jHuk7KlaeF0s,Mockingbird,Eminem,90
34xGLuxM0rkxhCVyMSqwJO,Stolen Dance,Milky Chance,82
4EbAftNM732UGLF8gmIIsX,Mi Santa (feat. Tomatito),Romeo Santos,73
0loZn1c5heXie7OAtvK6nH,Humnava Mere,Jubin Nautiyal,74
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Imagine Dragons,84
48RrDBpOSSl1aLVCalGl5C,The Monster,Eminem,82
0tkbWQybK1DEod19Aw5lYW,Sensualidad (feat. Kirsa Moonlight),Mocean,26
5D2mYZuzcgjpchVY1pmTPh,Candy Shop,50 Cent,83
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,86
1980E4Grgu5xAhNbFZ1mb1,Titliaan,Afsana Khan,61
6dWf1xaHOmJo7eL9WuSkdL,Goosebumps,Travis Scott,66
3OuYv3fUIO3Y7G242aCx58,"Prem Ratan Dhan Payo (From ""Prem Ratan Dhan Payo"")",Palak Muchhal,9
4qknM1pQz53QOyfDVTjcM9,Me Enamoré,Shakira,68
6TGwxVbZHpRNZmMW43SRLS,Te Vas,Ozuna,63
62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),Pitbull,81
3fVnlF4pGqWI9flVENcT28,Wildest Dreams,Taylor Swift,81
79Nnbjlw4ulw59lkHUZm9N,Bonbon,Era Istrefi,59
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,85
7KbF6AdprOXEEHlsq11Z6d,11 PM,Maluma,77
563SfWAHJs4FBZMkRN0IFN,Send My Love (To Your New Lover),Adele,76
42Biy57mEaVcTuNVzHspX3,Firestone - Live Acoustic Version,Kygo,41
7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,Ava Max,86
2bCQHF9gdG5BNDVuEIEnNk,Smooth Criminal - 2012 Remaster,Michael Jackson,77
2XXMDz7SPZ4mSFN1PXfHUy,Cuando Te Besé,Becky G,69
47TyfLrGhYHHyyQWk64d0M,Flor Pálida,Marc Anthony,74
5u5MvmVtitax9R1Mxh3reC,Dile Que Tu Me Quieres,Ozuna,77
42ETKyApzUl8hTtytFAjen,8 Parche,Baani Sandhu,67
0b9oOr2ZgvyQu88wzixux9,This Is America,Childish Gambino,71
47TyfLrGhYHHyyQWk64d0M,Flor Pálida,Marc Anthony,74
6DPp7xKJ4WS71HldGA038M,Esperándote,Manuel Turizo,69
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,90
1l77YWrGUp3qX3NS1rz7lq,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,78
6HGoVbCUr63SgU3TjxEVj6,Satisfya,Imran Khan,70
3h4T9Bg8OVSUYa6danHeH5,Animals,Maroon 5,73
5zSOVwaY3sVjnmLhuEfsuf,Tú Foto,Ozuna,74
7dSZ6zGTQx66c2GF91xCrb,PROVENZA,KAROL G,79
37kCg5izHEMZ66xGdMVG5L,Oye Mujer,Raymix,71
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,82
4scpF6J5uMBvoh6sFB7EL1,No Type,Rae Sremmurd,73
2oMjKuKUEJFuLiVmTq7Vjx,TQG,KAROL G,75
1FzXFRQWwh8os0fR2VwbIF,I Don't Want to Talk About It,Rod Stewart,57
5T3rp70MEW4XnWv82BDVey,Nikle Currant,Jassie Gill,62
5hEM0JchdVzQ5PwvSfITeX,Me Llamas (feat. Maluma) - Remix,Piso 21,75
1cdbkpZ3q1KYZDNSrOpdkb,Ice Cream (with Selena Gomez),BLACKPINK,69
2xbvLQBFW7E9232BwMBljb,Badri Ki Dulhania (Title Track),Dev Negi,63
1cdbkpZ3q1KYZDNSrOpdkb,Ice Cream (with Selena Gomez),BLACKPINK,69
1LIqNVhaIgxXUt2eVoIQJ3,HP,Maluma,73
01HRCKkLS0uVXJiAraAJUg,Jaa Raha Hoon,Altamash Faridi,12
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,Jay Wheeler,84
19gEmPjfqSZT0ulDRfjl0m,Hot N*gga,Bobby Shmurda,73
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,88
3UGIZ8qcrMTwzLbx6Kttqt,Boyfriend,Justin Bieber,78
2WfCIE28PgkAzaaT1X87dh,Coco Cola,Ruchika Jangid,24
65vseJi4kug0grGTTSmH2u,Un Poco Loco,Luis Ángel Gómez Jaramillo,66
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),USHER,84
3o3iS3AKDLARflaNeZW9kV,Price tag,Made famous by Jessie J Ft. B.o.B,17
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,89
0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,Robin Thicke,77
2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,82
5Ravsw8TmHN5wBiYPPYUFw,Right Now (Na Na Na),Akon,79
5vj59ONIVbyhcrI8ZSwoRo,Sofia,Alvaro Soler,71
62eIcWufZSMefHBswNiFac,"Don't Stop Me Now - Live, European Tour / 1979",Queen,37
6p5abLu89ZSSpRQnbK9Wqs,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,55
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,85
6p5abLu89ZSSpRQnbK9Wqs,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,55
6NEoeBLQbOMw92qMeLfI40,WHISTLE,BLACKPINK,76
2C2TGgFzrTRIOdQS1vUN5h,Ginza,J Balvin,74
3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,Bruno Mars,77
1XGmzt0PVuFgQYYnV2It7A,Payphone,Maroon 5,86
2C2TGgFzrTRIOdQS1vUN5h,Ginza,J Balvin,74
3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,92
0dnDTvdUco2UbaBjUtPxNS,Buttabomma - Telugu,Armaan Malik,65
07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),Calvin Harris,80
6wJwkMo278iWVlWl1XQ4WA,The Heart Wants What It Wants,Selena Gomez,74
29x3S9kmzTGHswtjSVeUPr,PLAYING WITH FIRE - Japanese Version,BLACKPINK,50
3RD0PGolM0mETGHaprwgMn,Culpables,Manuel Turizo,65
2zvDnNLW4yZ4a0YcGiOEBX,GOOBA,6ix9ine,69
3JJjhzGHdP00RK8eijGHks,La Ocasión,Joy Rivera,33
77zoxnZOLD90Wnfg888NKg,Yo Tambien (In The Style Of Romeo Santos & Marc Anthony) [Tribute Version],Brava HitMakers,9
43wgyQXc2M9KmTDUqVzugM,I Got Love,MiyaGi & Endspiel,68
4PHX6bpHDxiR9RGzAKWcyk,Cuando Me Enamoro,Enrique Iglesias,77
4ZRrLHqzhGRXYj2qcB4s5S,Tattoo - Remix with Camilo,Rauw Alejandro,68
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris,75
01ksPzu3Bw8Lsf9o6xIk8C,Mi Último Deseo,Banda Los Recoditos,76
4nTduFjaTmGysc9WKNuCcs,Vida de Rico,Camilo,73
0snQkGI5qnAmohLE7jTsTn,Toxicity,System Of A Down,84
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,77
7Cd17G3oNQ34OWUwS8ZxfR,Lemon,Kenshi Yonezu,59
7EVk9tRb6beJLTHrg6AkY9,Tuesday (feat. Danelle Sandoval),Burak Yeter,72
27hr2hRKgPXxQACTqbss4f,Prada - Slowed + Reverb,Aesthetic Future,13
5fwSHlTEWpluwOM0Sxnh5k,Pepas,Farruko,82
76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,82
6r8k1vznHrzlEKYxL4dZEe,La Isla Bonita,Madonna,73
7z9jlXjPWxY1yJ7Y3cNPNk,Crazy Frog in the House - Radio Edit,Crazy Frog,49
2FRnf9qhLbvw8fu4IBXx78,Last Christmas,Wham!,93
3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,3 Doors Down,79
2FIm6YsSGL5acOqSuJDh5s,Me Acostumbre (feat. Bad Bunny),Arcángel,73
2RVrdr062uLFxXwIxwdXPH,Te Amo,Piso 21,76
1eMVXXpNPEUdFRy5ZH7FpM,DADDY,PSY,62
6FZDfxM3a3UCqtzo5pxSLZ,Without Me,Halsey,84
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),The Kid LAROI,85
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,80
6mNLjPUswoARSiqMxcaG2Y,No Te Contaron Mal,Christian Nodal,36
4QtiVmuA88tPQiCOHZuQ5b,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,69
2RVrdr062uLFxXwIxwdXPH,Te Amo,Piso 21,76
23WI5V2eD4EyGKxSl7Pyeq,Andas En Mi Cabeza,Chino & Nacho,75
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,81
6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Bad Bunny,89
1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,81
37R0bQOQj5a7DOqh1TGzvB,One Call Away,Charlie Puth,75
1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,75
2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,83
6E5pe8Zb3Od3ToEBwRxHSt,Pump It (As Made Famous By Black Eyed Peas Instrumental Cover),The Beat Mechanics,11
2o5woNaj4eQXCwbrJ001A2,Mama - Acoustic,Jonas Blue,56
5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),Shakira,78
5hUYsaOyMY32yjRXeuQwGj,Mirror,Lil Wayne,78
1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),Taylor Swift,88
0uxTfF35vomzEtb7sHlP1N,3 Daqat,Abu,66
0M3HkE321xpCbCYqVKzr1q,It Will Rain,Bruno Mars,84
1uzkWkIaWaxzHJgJ4Fy5rO,Bole Chudiyan,Jatin-Lalit,66
3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,Jonas Blue,79
68av1mZz0VsIYXJWATZWUW,Zemër,Soolking,64
5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,Ariana Grande,81
1myzcUZDmZ5m1EgGv19c76,Paani Paani,Badshah,55
3tA0vALUwrzkTgHcm9j6oJ,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,73
1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,86
3kpYJjvM8Ja6btr5hEJLWc,Venom - Music From The Motion Picture,Eminem,74
7EiZI6JVHllARrX9PUvAdX,Low Life (feat. The Weeknd),Future,86
1LiN0Z98FkR1t0m8KmLcAH,Amanece,Anuel AA,84
0rUN8ascPVT9iiLzC5ocPw,Abhi Toh Party Shuru Hui Hai,Badshah,59
4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,77
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,75
5stPVcRqb4qixbafP9e8lt,Hola - Remix,Dalex,73
6eN1f9KNmiWEhpE2RhQqB5,Paradise City,Guns N' Roses,83
6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,77
314QzMOrpNUqWBUozYshf6,Buttons,The Pussycat Dolls,72
5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,80
7FfpP3YZ6fOWMdxkIAtud9,Krippy Kush,Farruko,66
76puoNshqjAAocKl5KbmpQ,I Have Nothing - Film Version,Whitney Houston,52
1r299qCKBLgUS9XJ9m1kEx,Moves Like Jagger,Maroon 5,72
6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,Selena Gomez,73
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,82
0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,ABBA,86
1xK1Gg9SxG8fy2Ya373oqb,Bandido,Myke Towers,75
7sFYVcKSb24qg0dAkqLEFj,Mi Cama,KAROL G,60
5vL0yvddknhGj7IrBc6UTj,This Is How We Do,Katy Perry,59
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,86
03EnOL1O9EKi9CFNmPyrCm,Please Forgive Me,Bryan Adams,70
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,83
0eNiqkazTEYJJ8fMRPyJx8,Laila Main Laila,Pawni Pandey,37
3G8o2zm7LaF6eeVuvLlrkJ,3 Peg,Sharry Mann,64
1YMLgvsQdE27r30q0fsLeV,Tera Fitoor,Arijit Singh,74
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,78
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,86
3k9FFXVPn3ua8dlpkxlCvZ,Prayer in C - Robin Schulz Remix,Lilly Wood and The Prick,47
3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,Adele,86
275a9yzwGB6ncAW4SxY7q3,Panda,Desiigner,69
6UR5tB1wVm7qvH4xfsHr8m,Disfruto,Carla Morrison,76
682XjN6L1Qhs5rXbuGSQKK,Ninguém Explica Deus (feat. Gabriela Rocha) - Ao Vivo,Preto no Branco,70
5M6bJO7Cfl4lnPoAHG0EdD,Amor a Primera Vista,Los Ángeles Azules,74
5OGxg1400HmCYVRHuccZWw,Blinding Lights - Live,The Weeknd,53
4EMbybK0uJ7HORa61dEgHs,Colgando en tus manos (con Marta Sánchez),Carlos Baute,47
6nOJ1EJYDa5QCI6RGBuozw,Así Fue - En Vivo [Desde el Instituto Nacional de Bellas Artes],Juan Gabriel,68
6b2UhdPukj6Y9o9BN2aPFx,"Papa Mere Papa (From ""Main Aisa Hi Hoon"")",Sonu Nigam,9
5G2c6FsfTzgYUzageCmfXY,One Thing,One Direction,75
7AFASza1mXqntmGtbxXprO,changes,XXXTENTACION,80
1nocRtwyNPVtGcIJqfgdzZ,Tutu,Camilo,66
4RNzKQEzmlvVHca4t6Txkj,Tu Postura,Banda MS de Sergio Lizárraga,70
1KRZu8BsxviSQ0e6BSNPLS,Gerhi Route Mashup,Parmish Verma,33
5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,78
4ywvnllm7kpaXDsa1VNNpY,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,68
1OEoNpiyqBghuEUaT6Je6U,Patience,Guns N' Roses,75
4ILc7H2NfGbzbrHBclNOtB,Dil Meri Na Sune,Atif Aslam,67
6XjJXPP3UiGtAQpYkD01c0,Chittiyaan Kalaiyaan,Meet Bros Anjjan,70
6FAYpZ4jve8vpvTwUvjK6H,Jhoome Jo Pathaan,Vishal-Shekhar,78
7EyhPjrJzjx0fk2i7vUJCS,Pink Venom,BLACKPINK,67
3f5lA8nnc4YYF1qf78WpHw,Ella Quiere Beber - Remix,Anuel AA,79
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,92
31LwJUNoX6cmxtbwCtGiND,Ya Lili,Balti,59
5MnAi6ZF7cE8pAz7wYr9Ta,Dil Diyan Gallan,Vishal-Shekhar,73
7jPCPDYoiaKeK7cgNGpIzq,Dope,BTS,68
41L3O37CECZt3N7ziG2z7l,Yummy,Justin Bieber,68
2Cbz0vFNApQ4mG4wc1AWZo,I’m Yours,Jason Mraz,0
0gCPvo1GkbtPhMqg5Gbx1K,Vuelve,Daddy Yankee,75
5qFeMRz4TvetPmzjre9Dq7,No Es Justo,J Balvin,71
