Title,Most view per day,Most-view-date,Highest rank,Time to Highest rank,Charted-duration,URL id:
Bastille - Pompeii (Official Music Video),609520,2017/03/21,67.0,,84.0,F90Cw4l-8NY
Meghan Trainor - Me Too,2691024,2016/06/11,20.0,,26.0,qDRORgoZxZU
Bee Gees - Stayin' Alive (Official Video),885165,2018/12/31,,,,I_izvAbhExY
"Shakira - Whenever, Wherever (Official HD Video)",488477,2020/02/04,114.0,,1.0,weRHyjj34ZE
Nelly - Just A Dream (Official Music Video),761428,2010/11/14,8.0,,26.0,N6O2ncUKvlg
"Full Song: O SAKI SAKI | Batla House | Nora Fatehi, Tanishk B,Neha K,Tulsi K, B Praak,Vishal-Shekhar",1040904,2022/07/10,184.0,,2.0,_uUdJalMaF8
"Wisin, Carlos Vives - Nota de Amor (Official Video) ft. Daddy Yankee",1624793,2015/12/31,37.0,,61.0,wZRWpr1G1Qw
Greeicy ft Mike Bahía  - Amantes (Video Oficial),3227120,2018/02/10,25.0,,27.0,t_shSXXV91w
Chris Stapleton - Tennessee Whiskey (Official Audio),346266,2023/06/24,,,,4zAThXFOy2c
The Neighbourhood - Sweater Weather (Official Video),566432,2021/01/15,,,,GCdwKhTtNNw
Katy Perry - Chained To The Rhythm (Official) ft. Skip Marley,8143925,2017/02/21,17.0,,32.0,Um7pMggPnug
One Direction - Night Changes,3889713,2014/11/21,10.0,,29.0,syFZfO_wfMQ
"Dillon Francis, DJ Snake - Get Low (Official Music Video)",1011122,2016/01/23,53.0,,56.0,12CeaxLiMgE
Capital Cities - Safe And Sound,440170,2014/01/11,55.0,,59.0,47dtFZ8CFo8
Clean Bandit - Rather Be ft. Jess Glynne [Official Video],818928,2014/12/31,30.0,,93.0,m-M1AtrxztU
Maroon 5 - She Will Be Loved (Official Music Video),475958,2016/05/27,196.0,,1.0,nIjVuRTm-dc
Lil Dicky  - Freaky Friday feat. Chris Brown (Official Music Video),6911683,2018/03/23,7.0,,20.0,aZla1ttZHaw
Pablo Alboran - Donde Está El Amor ft. Jesse & Joy (Videoclip oficial),491617,2023/07/31,171.0,,7.0,POP9_phDB2g
Red Hot Chili Peppers - Otherside [Official Music Video],1288303,2019/01/16,,,,rn_YodiJO6k
Maroon 5 - Don't Wanna Know (Official Music Video),3614431,2016/10/15,20.0,,26.0,ANS9sSJA9Yc
Algo Me Gusta De Ti (Official Video),517081,2012/10/13,24.0,,60.0,3rgwIp6D3ow
Simone & Simaria - Loka ft. Anitta,3892111,2017/03/04,21.0,,38.0,UrT0zCmsN8c
Martin Garrix & Dua Lipa - Scared To Be Lonely (Official Video),2362919,2017/03/22,45.0,,23.0,e2vBLd5Egnk
L'Algérino - Les Menottes (Tching Tchang Tchong),1829952,2017/08/26,72.0,,28.0,Fvw4vOXyBPU
Shakira - Try Everything (Official Video),2310246,2016/03/12,24.0,,33.0,c6rP-YP4c5I
"Rema, Selena Gomez - Calm Down (Official Music Video)",3105213,2022/09/08,6.0,,65.0,WcIcVapfqXw
Roxette - It Must Have Been Love (Official Music Video),3690343,2019/12/10,51.0,,2.0,k2C5TjS2sh4
One Direction - Live While We're Young,5586088,2012/09/21,2.0,1.0,75.0,AbPED9bisSc
Khea - Loca ft. Duki & Cazzu (Prod. Omar Varela & Mykka),1873843,2018/03/17,80.0,,29.0,XQ0D_QD_DhM
"Bruno Mars, Anderson .Paak, Silk Sonic - Leave the Door Open [Official Video]",5828807,2021/03/05,2.0,1.0,46.0,adLGHcj_fmA
BTS (방탄소년단) 'Save ME' Official MV,1644312,2016/05/15,160.0,,2.0,GZjt_sA2eso
Selena Gomez & The Scene - Love You Like A Love Song,2162954,2011/06/25,5.0,,44.0,EgT_us6AsDg
Pentatonix - Hallelujah (Official Video),4325904,2016/10/28,23.0,,18.0,LRP8d7hhpoQ
Rauw Alejandro❌Chencho Corleone FT. Kevvo ❌ Bryant Myers❌Lyanno ❌Dalex - El Efecto RMX (VIDEO LYRIC),2068108,2019/12/15,36.0,,45.0,LKZYTdIS8Lc
Charlie Puth - Marvin Gaye ft. Meghan Trainor [Official Video],1520843,2015/11/06,26.0,,61.0,igNVdlXhKcI
Natti Natasha x Becky G - Ram Pam Pam [Official Video],4712617,2021/06/05,7.0,,61.0,_wE3hDN06Qg
BLACKPINK - 'Lovesick Girls' M/V,56292970,2020/10/02,1.0,1.0,34.0,dyRsYk0LyA8
"Lady Gaga, Bradley Cooper - Shallow (From A Star Is Born/Live From The Oscars)",6106948,2019/02/26,23.0,,20.0,JPJjwHAIny4
Beyoncé - Drunk in Love (Explicit) ft. JAY Z,3694207,2013/12/17,5.0,,58.0,p1JPKLa-Ofc
Culture Club - Karma Chameleon (Official Music Video),444076,2017/12/31,,,,JmcA9LIIXWw
Gorillaz - Clint Eastwood (Official Video),801169,2018/06/02,,,,1V_xRb0x9aw
So High | Official Music Video | Sidhu Moose Wala ft. BYG BYRD | Humble Music,727967,2022/08/18,137.0,,3.0,GgmFC8y8q3k
Rauw Alejandro - Todo de Ti (Video Oficial),7647069,2021/06/05,2.0,1.0,43.0,CFPLIaMpGrY
Extreme - More Than Words (Official Music Video),530458,2015/05/05,,,,UrIiLvg58SY
"ZAYN, Taylor Swift - I Don’t Wanna Live Forever (Fifty Shades Darker)",9777639,2017/01/27,10.0,,19.0,7F37r50VUTQ
"Calvin Harris - Feels (Official Video) ft. Pharrell Williams, Katy Perry, Big Sean",4775293,2017/06/27,31.0,,25.0,ozv4q2ov3Mk
"Chogada With Lyrics  | Loveyatri | Aayush Sharma | Warina Hussain |Darshan Raval, Lijo-DJ Chetas",1721103,2018/10/13,72.0,,11.0,asYxxtiWUyw
Karol G - A Ella (Official Video),1454480,2020/12/20,117.0,,3.0,wLzzuKK-YtI
"Ty Dolla $ign - Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Official Music Video]",869220,2016/03/25,124.0,,25.0,TUj0otkJEBo
Anitta & J Balvin - Downtown [Official Music Video],4232873,2017/11/20,38.0,,24.0,wlS6Ix7mA0w
G-Eazy & Halsey - Him & I (Official Video),2717971,2017/12/21,42.0,,19.0,SA7AIQw-7Ms
"Christian Nodal, Ángela Aguilar - Dime Cómo Quieres (Video Oficial)",5511144,2020/11/20,6.0,,34.0,Ge4AKbnr6ME
Silva Gunbardhi ft. Mandi ft. Dafi Derti - Te ka lali shpirt  (Official Video HD),587409,2017/12/31,72.0,,6.0,t4-Xz_Lt2p4
Katy Perry - California Gurls (Official Music Video) ft. Snoop Dogg,695490,2019/10/19,169.0,,4.0,F57P9C4SAW4
Alan Walker - Darkside (feat. Au/Ra and Tomine Harket),2896152,2018/08/09,35.0,,29.0,M-P4QBt-FWw
La Oreja de Van Gogh - Rosas (Vídeo Oficial),980901,2023/08/05,123.0,,36.0,nYnLVWXmRm8
Taylor Swift - Love Story,403486,2020/08/05,178.0,,2.0,8xg3vE8Ie_E
"Santa Fe Klan, Neto Peña, Yoss Bones - Debo Entender",1520523,2021/12/11,46.0,,46.0,rF0I7-gmCSk
Rauw Alejandro & Chencho Corleone - El Efecto (Video Oficial),1544468,2020/06/18,42.0,,32.0,vpD_EvXiGQ4
The Black Eyed Peas - I Gotta Feeling (Official Music Video),464207,2021/12/31,12.0,,10.0,uSD4vsh1zDA
Ariana Grande - Dangerous Woman,4737547,2016/03/31,14.0,,44.0,9WbCfHutDSE
LITTLE BIG,1989269,2018/10/28,48.0,,25.0,mDFBTdToRmw
Alan Walker - Sing Me To Sleep,1124817,2016/08/05,86.0,,36.0,2i2khp_npdE
Bruno Mars - Treasure (Official Music Video),820055,2013/06/14,18.0,,49.0,nPvuNsRccVw
"Justin Bieber - Peaches ft. Daniel Caesar, Giveon",8093592,2021/03/19,2.0,1.0,45.0,tQ0yjYUFKAE
Zoé - Labios Rotos (MTV Unplugged),421740,2022/09/10,,,,7h2ryr_uUEs
G-Eazy - I Mean It (Official Music Video) ft. Remo,590556,2016/04/04,171.0,,3.0,CxnaPa8ohmM
"KAROL G, Maluma - Créeme (Official Video)",9895679,2018/11/03,5.0,,14.0,sDKnKzYyx5c
"Silvestre Dangond, NATTI NATASHA - Justicia (Official Video)",2709509,2018/09/08,47.0,,30.0,7qix3jy5QdA
J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),3609682,2019/11/14,14.0,,27.0,LxOTsiV4tkQ
"Dalex - Pa Mi (Remix) ft. Sech, Rafa Pabön, Cazzu, Feid, Khea and Lenny Tavárez [Video Oficial]",1820880,2022/07/14,135.0,,8.0,JwsgCnBLL4A
Dheeme Dheeme - @TonyKakkar | Neha Sharma | Official Music Video,5212415,2019/08/08,14.0,,44.0,9mWdw-09dso
Poesia Acústica #2 - Sobre Nós - Delacruz I Maria I Ducon I Luiz Lins I Diomedes I Bk' I Kayuá,1007958,2018/05/05,197.0,,1.0,bD6ifecX6rs
PSY - DADDY(feat. CL of 2NE1) M/V,8673902,2015/12/01,6.0,,17.0,FrG4TEcSuRg
"Earth, Wind & Fire - September (Official HD Video)",1729006,2018/09/21,190.0,,1.0,Gs069dndIYk
"Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg",1001247,2022/02/19,94.0,,3.0,QZXc39hT8t4
BANDA MS - SOLO CON VERTE (VIDEO OFICIAL),1491548,2016/02/20,48.0,,43.0,GOs96LMUCDA
"Luka Chuppi: COCA COLA Song | Kartik A, Kriti S | Tony Kakkar Tanishk Bagchi Neha Kakkar Young Desi",12619263,2019/02/04,7.0,,26.0,_cPHiwPqbqo
Armin van Buuren - Blah Blah Blah (Official Lyric Video),1780160,2018/10/28,87.0,,24.0,mfJhMfOPWdE
Daddy Yankee ft. Ozuna - La Rompe Corazones (Video Lyric Oficial),4514857,2017/03/22,23.0,,35.0,d-5dc8CuOvw
"Modern Talking - You're My Heart, You're My Soul (Official Music Video)",1456721,2017/12/31,,,,4kHl4FoK1Ys
"Charlie Puth - ""How Long"" [Official Video]",5579418,2017/10/25,14.0,,26.0,CwfoyVa980U
Calvin Harris - Outside (Official Video) ft. Ellie Goulding,1233255,2015/03/07,29.0,,56.0,J9NQFACZYEU
Manuel Medrano - Bajo El Agua (Video Oficial),694870,2018/10/25,,,,zLX_GcXt2pI
Siti Badriah - Lagi Syantik (Official Music Video NAGASWARA),5510844,2018/06/10,4.0,,22.0,Tet6_BlStEM
La Adictiva - En Peligro De Extinción (Video Oficial),2595338,2019/01/17,56.0,,27.0,B4BDh41Y8hQ
Maroon 5 - What Lovers Do ft. SZA (Official Music Video),1954347,2017/11/17,62.0,,20.0,5Wiio4KoGe8
Zum Zum Zum Zum Zum - Yasmin Verissimo - Música Educativa Dengue,1829768,2019/01/21,51.0,,42.0,5VQxl85iBHs
Lil Nas X - Old Town Road (Official Movie) ft. Billy Ray Cyrus,18006475,2019/05/19,1.0,1.0,30.0,w2Ov5jzm3j8
The Chipettes - Single Ladies (Official Music Video),1010433,2018/01/13,145.0,,7.0,-RP19fnff_c
Ministério Zoe - Aquieta Minh'alma (Video Oficial),693054,2018/07/05,,,,ANfpF0pNob4
Sech - Otro Trago ft. Darell (Video Oficial),5369815,2019/06/08,3.0,1.0,24.0,t_qn-f7XfJo
Imran Khan - Amplifier (Official Music Video),521737,2020/01/17,,,,uuCFRaFWjwY
Rihanna - Where Have You Been,3422230,2012/05/01,2.0,2.0,66.0,HBxt_v0WF6Y
Eminem - Stan (Long Version) ft. Dido,2457408,2022/07/12,117.0,,1.0,gOMhN-hfMtY
Naach Meri Rani: Guru Randhawa Feat. Nora Fatehi | Tanishk Bagchi | Nikhita Gandhi | Bhushan Kumar,19995549,2020/10/20,2.0,1.0,38.0,TCx1yMegJ4A
Yng Lvcas & Peso Pluma - La Bebe (Remix) [Video Oficial],5477929,2023/05/21,2.0,1.0,36.0,3mchJ-EW9rM
Justin Bieber - Company,4382011,2016/06/09,9.0,,29.0,gdx7gN1UyX0
Outkast - Hey Ya! (Official HD Video),659463,2018/07/07,,,,PWgvGjAhvIw
Katy Perry - Unconditionally (Official),2346199,2013/11/21,14.0,,34.0,XjwZAa2EjKA
"Migos, Nicki Minaj, Cardi B - MotorSport (Official Video)",4699057,2017/12/08,23.0,,24.0,9v_rtaye2yY
Dua Lipa - Don't Start Now (Official Music Video),4552351,2019/11/01,7.0,,41.0,oygrmJFKYZY
Rihanna - Take A Bow,386983,2019/01/17,,,,J3UjJ4wKLkg
Rihanna - Don't Stop The Music,348515,2023/02/14,,,,yd8jh9QYfEs
Coke Studio | Season 14 | Pasoori | Ali Sethi x Shae Gill,3295455,2022/07/13,7.0,,69.0,5Eqb_-j3FDA
"Por Perro ft. Luis Figueroa, Lary Over (Official Video)",5534366,2018/03/30,10.0,,25.0,WtE011iVx1Q
Marcela Gandara - Supe Que Me Amabas (Video Oficial),584369,2019/02/20,,,,AB2x_DII3W0
"IAmChino - Ay Mi Dios ft. Pitbull, Yandel, CHACAL (Official Music Video)",2072851,2017/02/04,54.0,,45.0,yWo_uSJQE-s
Katy Perry - Swish Swish (Official) ft. Nicki Minaj,15733590,2017/08/24,4.0,,15.0,iGk5fR-t5AU
"benny blanco, Halsey & Khalid",3292348,2018/10/26,28.0,,34.0,56WBK4ZK_cw
NO LO HICE BIEN - Los Plebes del Rancho de Ariel Camacho (Video Oficial) | DEL Records,1040041,2016/12/31,157.0,,24.0,iGMjKS4Vap0
Adele - When We Were Young (Live at The Church Studios),6250826,2015/11/17,20.0,,26.0,DDWKuo3gXMQ
"Luis Fonsi, Daddy Yankee - Despacito (Audio) ft. Justin Bieber",23769639,2017/04/17,3.0,1.0,26.0,72UO0v5ESUo
B.o.B - Airplanes (feat. Hayley Williams of Paramore) [Official Video],756716,2010/07/29,4.0,,35.0,kn6-c223DUU
Justin Bieber - Intentions (Official Video (Short Version)) ft. Quavo,2277610,2020/02/13,70.0,,50.0,3AyMjyHu1bA
Diamond | Official Music Video | Gurnam Bhullar | Songs 2018 | Jass Records,2123475,2018/01/10,99.0,,16.0,ggJMQHltiQc
"Luis Miguel - ""Ahora te puedes marchar"" (Video Oficial)",810475,2018/09/15,,,,yG7MPEQm1-w
Ozuna x Karol G x Myke Towers - Caramelo Remix  (Video Oficial),7316072,2020/08/19,5.0,,32.0,KilybZma5vY
Katy Perry - E.T. ft. Kanye West (Official Music Video),4200050,2011/04/01,2.0,4.0,35.0,t5Sd5c4o9UM
Yuridia - Amigos No por Favor (Primera Fila) (En Vivo),950618,2018/07/13,,,,SpXdFTmIlYU
Harrdy Sandhu - Kya Baat Ay | Jaani | B Praak |  Arvindr Khaira | Official Music Video,5233666,2018/09/24,16.0,,52.0,G0Hx6uN2AJE
LISA - 'LALISA' M/V,53119498,2021/09/10,1.0,1.0,35.0,awkkyBH2zEo
Filhaal2 Mohabbat | Akshay Kumar Ft Nupur Sanon | Ammy Virk | BPraak | Jaani | Arvindr Khaira,38632609,2021/07/06,1.0,2.0,27.0,DUwlGduupRI
Ke$ha - TiK ToK (Official HD Video),328846,2018/03/31,,,,iP6XpLQM2Cs
"TWICE ""TT"" M/V",5656130,2016/10/24,13.0,,20.0,ePpPVE-GGJw
"Alex Sensation, Ozuna - Que Va",3256014,2017/08/17,36.0,,30.0,9J9FlVCUeLM
"HD VIDEO | कुँवारे में गंगा नहईले बानी | Ankush Raja , Shilpi Raj | Bhojpuri Song 2021",1533835,2021/01/14,28.0,,15.0,YyVI46K8q9E
Daft Punk - Instant Crush (Video) ft. Julian Casablancas,3787008,2022/07/15,24.0,,10.0,a5uQMwRMHcs
Childish Gambino - Redbone (Official Audio),906136,2016/11/17,190.0,,1.0,Kp7eSUU9oy8
Iggy Azalea - Black Widow ft. Rita Ora,1886548,2014/08/14,12.0,,51.0,u3u22OYqFGo
Avicii - Levels,6833787,2018/04/20,19.0,,15.0,_ovdm2yX4MA
Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”),528247,2013/09/21,23.0,,59.0,cmSbXsFE3l8
Ed Sheeran - Give Me Love (Official Music Video),952641,2012/11/10,16.0,,86.0,FOjdXSrtUxA
Elton John - Sacrifice,625704,2023/09/02,,,,NrLkTZrPZA4
Pyaar De | Sunny Leone & Rajniesh Duggall | Ankit Tiwari | Beiimaan Love,986305,2016/09/14,97.0,,2.0,hV-FwW1LgxU
"J Balvin, Maria Becerra - Qué Más Pues? (Official Video)",6142986,2021/06/26,5.0,,45.0,zisuhZqTeH4
Aerosmith - Crazy (Official Music Video),492736,2017/06/10,,,,NMNgbISmF4I
FROZEN | Let It Go from Disney's FROZEN - performed by Idina Menzel | Official Disney UK,809582,2021/07/18,57.0,,24.0,iEKLFS-aKcw
Marília Mendonça - BEM PIOR QUE EU - (Todos Os Cantos),3114123,2018/09/15,35.0,,29.0,ebG36xtK87A
Brett Young - In Case You Didn't Know (Official Music Video),707894,2017/06/23,,,,7qaHdHpSjX8
Bumbum Granada - MCs Zaac e Jerry (KondZilla) | Official Music Video,3622818,2016/06/04,20.0,,19.0,EWcOY14GWwM
Zouhair Bahaoui - DÉCAPOTABLE (EXCLUSIVE Music Video) | (زهير البهاوي - دكابوطابل (فيديو كليب حصري,1907592,2018/09/03,65.0,,18.0,Ph_tbASm31Y
"A Great Big World, Christina Aguilera - Say Something",830419,2013/11/22,28.0,,70.0,-2U0Ivkn2Ds
BANDA MS - NO ME PIDAS PERDÓN (VIDEO OFICIAL),693467,2014/12/31,75.0,,81.0,-7w9tdzndjc
Rihanna - Rude Boy,856386,2010/03/20,4.0,,35.0,e82VE8UtW8A
Taylor Swift - 22,2436432,2013/03/17,4.0,,68.0,AgFeZr5ptV8
MC Kevinho - O Grave Bater  [Sintonia Soundtrack] (KondZilla),4747793,2017/03/21,12.0,,29.0,-PH4S7IPQxU
SHAKIRA || BZRP Music Sessions #53,43747072,2023/01/12,1.0,2.0,27.0,CocEMWdc7Ck
"Reik, Maluma - Amigos Con Derechos",8798743,2018/08/31,9.0,,35.0,0vTopF6wwZg
Daddy Yankee ft. Ozuna - La Rompe Corazones (Video Oficial),6854820,2017/06/07,42.0,,23.0,ks1CBTwtaU8
J Balvin - Bobo (Official Video),4559736,2016/05/14,3.0,2.0,27.0,0GvLP2C2w9U
Billie Eilish - Bellyache (Official Music Video),1055962,2019/01/16,186.0,,5.0,gBRi6aZJGj4
"Gera MX, Christian Nodal - Botella Tras Botella (Video Oficial)",1976806,2021/04/23,12.0,,14.0,XegHMc35Bo8
"Baarish Ban Jaana (Official Video) Payal Dev, Stebin Ben | Hina Khan, Shaheer Sheikh | Kunaal Vermaa",6679312,2021/06/03,3.0,2.0,50.0,KVh4KtUSW3A
BIGBANG - 뱅뱅뱅 (BANG BANG BANG) M/V,3227210,2015/06/01,25.0,,15.0,2ips2mM7Zqw
Chris Brown - With You (Official HD Video),295617,2018/07/20,,,,nmjdaBaZe8Y
Eminem - No Love (Explicit Version) ft. Lil Wayne,1299208,2010/10/01,4.0,,16.0,KV2ssT8lzj8
"Nashe Si Chadh Gayi Song | Befikre | Ranveer Singh, Vaani Kapoor | Arijit Singh | Vishal and Shekhar",3462404,2018/01/10,38.0,,29.0,Wd2B8OAotU8
Sub Urban - Cradles [Official Music Video],1117104,2020/12/12,99.0,,29.0,KBtk5FUeJbk
Yandel - Encantadora (Official Video),2165403,2016/05/07,33.0,,38.0,F877bV0Ai3E
"Full Song: Muqabla | Street Dancer 3D |A.R. Rahman, Prabhudeva, Varun D, Shraddha K, Tanishk B",1893768,2020/08/07,26.0,,44.0,l75z7FrYRXI
"Wisin & Yandel, Jennifer Lopez - Follow The Leader (Official Video) ft. Jennifer Lopez",1308118,2012/05/04,11.0,,56.0,Xmap94TcDNs
"Dimitri Vegas, Martin Garrix, Like Mike - Tremor (Official Music Video)",642879,2016/03/19,,,,9vMh9f41pqE
"Sean Kingston, Justin Bieber - Eenie Meenie (Official Video)",447567,2010/05/01,11.0,,2.0,prmmCg5bKxA
Reik - Ya Me Enteré (Official Video),812670,2016/07/11,151.0,,20.0,7TWzV05kQ4w
Te Robaré - Nicky Jam x Ozuna  | Video Oficial,6416214,2019/04/13,4.0,,24.0,aA_kuFTV-P8
حسين الجسمي - بشرة خير (فيديو كليب) | Hussain Al Jassmi - Boshret Kheir | 2014,1295894,2014/05/22,16.0,,6.0,QUBvVTNRp4Q
Kanye West & Lil Pump - I Love It feat. Adele Givens [Official Music Video],14351906,2018/09/08,1.0,1.0,18.0,cwQgjq0mCdE
Axwell /\ Ingrosso - More Than You Know,1755956,2017/09/30,76.0,,16.0,GsF05B8TFWg
Selena - Como La Flor (Live From Astrodome),1779301,2020/12/24,69.0,,11.0,FwZTgDjRLM0
Daddy Yankee - Sígueme y Te Sigo (Video Oficial),1553708,2015/12/31,39.0,,54.0,EfF9EE6ZR5E
Meghan Trainor - NO,4732775,2016/04/23,3.0,1.0,29.0,cMTAUr3Nm6I
Enrique Iglesias - Loco (Official Music Video) ft. Romeo Santos,961389,2013/08/27,29.0,,105.0,RSyUWjftHrs
iKON - ‘사랑을 했다(LOVE SCENARIO)’ M/V,2271271,2018/01/25,131.0,,7.0,vecSVX1QYbQ
Harry Styles - As It Was (Official Video),14005285,2022/04/01,1.0,1.0,88.0,H5v3kku4y6Q
Avril Lavigne - Complicated (Official Video),595951,2017/12/18,,,,5NPBIwQyPWE
Gloria Trevi - No Querías Lastimarme,735164,2018/07/07,,,,G3diF-5DlAc
Meghan Trainor - Dear Future Husband (Official Video),1553629,2015/04/18,22.0,,37.0,ShlW5plD_40
"مهرجان بنت الجيران "" بهوايا انتي قاعده معايا "" حسن شاكوش و عمر كمال - توزيع اسلام ساسو",793457,2019/12/05,137.0,,4.0,uHBaHQau8b4
Miley Cyrus - Flowers (Official Video),10425514,2023/01/14,1.0,1.0,46.0,G7KNmW9a75Y
Ve Maahi | Kesari | Akshay Kumar & Parineeti Chopra | Arijit Singh & Asees Kaur | Tanishk Bagchi,2673967,2019/03/21,31.0,,29.0,j6muwUGdvXw
Ozuna x Bad Bunny x Wisin x Almighty X Dj Luian X Mambo Kingz - Solita,4473169,2018/01/21,15.0,,26.0,j-sz8M8gc6U
CNCO - Quisiera (Official Video),2667431,2017/04/01,38.0,,39.0,GtOngOaClgU
Galantis - No Money (Official Video),1858330,2016/08/05,37.0,,27.0,xUVz4nRmxn4
Glass Animals - Heat Waves (Official Video),1802877,2022/03/12,21.0,,84.0,mRD0-GxqHVo
Yo Ya No Vuelvo Contigo - (Video Oficial) - Lenin Ramirez ft. Grupo Firme,1622386,2021/01/01,80.0,,40.0,lDToOe8pVzY
Avril Lavigne - Girlfriend (Official Video),318088,2020/10/30,,,,Bg59q4puhmg
21 Savage - a lot (Official Video) ft. J. Cole,3130205,2019/02/03,25.0,,12.0,DmWWqogr_r8
Britney Spears - Toxic (Official HD Video),404351,2017/06/07,,,,LOZuxwVk7TU
"Wiz Khalifa - Black And Yellow [G-Mix] ft. Snoop Dogg, Juicy J & T-Pain",673484,2011/01/09,32.0,,1.0,nWAGLkyxQG0
Maiara & Maraisa - Medo Bobo (Ao Vivo em Goiânia),2177331,2016/12/24,73.0,,48.0,Jzl_nrTkfIM
Post Malone - Circles,3846528,2019/09/04,28.0,,23.0,wXhTHyIgQ_U
"Arijit Singh: Pachtaoge | Vicky Kaushal, Nora Fatehi |Jaani, B Praak, Arvindr Khaira | Bhushan Kumar",9152046,2019/08/23,2.0,2.0,19.0,PVxc5mIHVuQ
Zion & Lennox - La Player (Bandolera) [Video Oficial],1456570,2019/02/22,145.0,,18.0,0XElmYomloA
Shakira - Loca (Spanish Version) ft. El Cata,535392,2017/05/13,20.0,,7.0,XAhTt60W7qo
Cosculluela - La Boda (Video Oficial),617033,2017/12/07,,,,oiGCL2Ld534
Farruko - Pepas (Official Video),4228563,2021/08/07,9.0,,55.0,y8trd3gjJt0
La Bachata - MTZ Manuel Turizo | Video Oficial,2929671,2022/10/07,4.0,,72.0,TiM_TFpT_DE
"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit",431582,2022/02/19,,,,UDApZhXTpH8
Rachel Platten - Fight Song (Official Video),923968,2015/09/05,62.0,,34.0,xo1VInw-SKc
Romeo Santos - Imitadora (Official Lyric Video),1890330,2017/06/23,126.0,,25.0,mhHqonzsuoA
Romeo Santos - Sobredosis (Official Video) ft. Ozuna,6590309,2018/02/24,12.0,,18.0,JNkTNAknE4I
Spice Girls - Wannabe (Official Music Video),576994,2017/12/31,,,,gJLIiF15wjQ
Otilia - Bilionera (official video),537081,2020/12/31,,,,-j0dlcfekqw
Natti Natasha X Romeo Santos - La Mejor Versión De Mi (Remix) [Official Video],5069200,2019/10/17,8.0,,31.0,R9rVapGCf2c
Kygo & Selena Gomez - It Ain't Me (Audio),3867448,2017/02/16,17.0,,22.0,D5drYkLiLI8
BAD BUNNY x ROSALÍA - LA NOCHE DE ANOCHE (Video Oficial),7679692,2021/02/15,2.0,1.0,23.0,f5omY8jVrSM
Juan Gabriel - Hasta Que Te Conocí (En Vivo [Desde el Instituto Nacional de Bellas Artes]),2864157,2016/08/29,56.0,,3.0,ga5Bo4YdgH4
She Don't Know: Millind Gaba Song | Shabby | New Hindi Song 2019 | Latest Hindi Songs,5374018,2019/01/09,24.0,,31.0,_P3R63mmakg
Baarish Ki Jaaye | B Praak Ft Nawazuddin Siddiqui & Sunanda Sharma | Jaani | Arvindr Khaira | DM,14610673,2021/04/09,2.0,2.0,27.0,TYaNfLLOLNY
Sebastián Yatra - Traicionera (Official Video),1774658,2016/12/31,77.0,,25.0,NE3IkFadCHM
Metallica: Enter Sandman (Official Music Video),579344,2017/12/07,,,,CD-E-LDc384
Pablo Alborán - Solamente Tú (Videoclip Oficial),423846,2020/06/17,,,,F0rwOsAteXM
"ISHARE TERE Song | Guru Randhawa, Dhvani Bhanushali | DirectorGifty | Bhushan Kumar",8554638,2018/07/25,22.0,,25.0,8nGFWWJLHio
Henrique e Juliano - Flor E O Beija-Flor part. Marília Mendonça - DVD Novas Histórias,1075670,2016/12/24,114.0,,48.0,LmRrLl8aLfE
#AlaVaikunthapurramuloo - Ramuloo Ramulaa Telugu Video Song || Allu Arjun || Trivikram | Thaman S,524504,2020/03/03,,,,Bg8Yb9zGYyA
Morat - Cuando Nadie Ve,2421631,2018/06/08,94.0,,12.0,szeA9tvItJY
Cheez Badi  Full Video | Machine | Mustafa & Kiara Advani | Udit Narayan & Neha Kakkar | T-Series,1447074,2018/12/31,110.0,,19.0,Ek17-Sh7jtA
Wish - Diler Kharkiya Ft. Ginni Kapoor | New Song 2020 | Haryanvi songs | Ha Kar De Meri Moto Gaana,4011684,2021/01/13,9.0,,38.0,0JJIl44hBBQ
"Demi Lovato - Let It Go (from ""Frozen"") (Official Video)",1318695,2014/02/15,10.0,,79.0,kHue-HaXXzg
Grupo Frontera x Bad Bunny - UN X100TO (Video Oficial),9929617,2023/04/18,1.0,2.0,33.0,3inw26U-os4
XXXTENTACION - Jocelyn Flores (Audio),6608204,2018/06/19,23.0,,10.0,FAucVNRx_mU
"Pushpa: Saami Saami - Full Video Song | Allu Arjun, Rashmika Mandanna | Sunidhi C | DSP | Sukumar",5370888,2022/07/12,5.0,,56.0,vdY5SFZBgnk
"Acústico 1Kilo - Deixe-me Ir (Baviera, Knust e Pablo Martins)",1003591,2017/12/02,173.0,,3.0,TQ5DUv_ZwRg
Plan B - Fanatica Sensual Lyric Video,1305595,2015/04/14,23.0,,49.0,l9sqdaEpSPM
Mariah Carey - We Belong Together (Official Music Video),303310,2018/09/14,,,,0habxsuXW4g
What I've Done [Official Music Video] - Linkin Park,3684870,2017/07/21,72.0,,1.0,8sgycukafqQ
"Taaron Ke Shehar Song: Neha Kakkar, Sunny Kaushal | Jubin Nautiyal,Jaani | Bhushan Kumar | Arvindr K",1291599,2020/09/20,42.0,,5.0,VAZxSoKb65o
